"job_id","job_title","job_schedule_type","yearly_salary","company_name","skills"
473688,"Business Analyst - Data Quality (REMOTE)","Full-time","100000.0","Armavel, LLC","excel"
473688,"Business Analyst - Data Quality (REMOTE)","Full-time","100000.0","Armavel, LLC","flow"
1010586,"Business Intelligence Analyst","Full-time","98500.0","Get It Recruit - Information Technology","sql"
1010586,"Business Intelligence Analyst","Full-time","98500.0","Get It Recruit - Information Technology","python"
1010586,"Business Intelligence Analyst","Full-time","98500.0","Get It Recruit - Information Technology","tableau"
1010586,"Business Intelligence Analyst","Full-time","98500.0","Get It Recruit - Information Technology","power bi"
1185068,"SQL Business Systems Analyst","Full-time","96500.0","Get It Recruit - Information Technology","sql"
1185068,"SQL Business Systems Analyst","Full-time","96500.0","Get It Recruit - Information Technology","c#"
1185068,"SQL Business Systems Analyst","Full-time","96500.0","Get It Recruit - Information Technology","sql server"
1185068,"SQL Business Systems Analyst","Full-time","96500.0","Get It Recruit - Information Technology","azure"
1185068,"SQL Business Systems Analyst","Full-time","96500.0","Get It Recruit - Information Technology","sharepoint"
1185068,"SQL Business Systems Analyst","Full-time","96500.0","Get It Recruit - Information Technology","jira"
1185068,"SQL Business Systems Analyst","Full-time","96500.0","Get It Recruit - Information Technology","confluence"
1417154,"Business Intelligence Analytics Consultant","Full-time","96000.0","Get It Recruit - Professional Services","sql"
1417154,"Business Intelligence Analytics Consultant","Full-time","96000.0","Get It Recruit - Professional Services","python"
1417154,"Business Intelligence Analytics Consultant","Full-time","96000.0","Get It Recruit - Professional Services","r"
1417154,"Business Intelligence Analytics Consultant","Full-time","96000.0","Get It Recruit - Professional Services","tableau"
819233,"Business Intelligence Analyst II","Full-time","95850.0","Guidehouse","tableau"
819233,"Business Intelligence Analyst II","Full-time","95850.0","Guidehouse","qlik"
370581,"Analyst","Full-time","95000.0","Keebo","sql"
370581,"Analyst","Full-time","95000.0","Keebo","python"
370581,"Analyst","Full-time","95000.0","Keebo","bash"
370581,"Analyst","Full-time","95000.0","Keebo","postgresql"
370581,"Analyst","Full-time","95000.0","Keebo","bigquery"
370581,"Analyst","Full-time","95000.0","Keebo","gcp"
370581,"Analyst","Full-time","95000.0","Keebo","unix"
1341535,"Senior Business Intelligence (BI) Analyst","Full-time","93500.0","Get It Recruit - Hospitality","sql"
1341535,"Senior Business Intelligence (BI) Analyst","Full-time","93500.0","Get It Recruit - Hospitality","redshift"
1341535,"Senior Business Intelligence (BI) Analyst","Full-time","93500.0","Get It Recruit - Hospitality","excel"
1341535,"Senior Business Intelligence (BI) Analyst","Full-time","93500.0","Get It Recruit - Hospitality","tableau"
1341535,"Senior Business Intelligence (BI) Analyst","Full-time","93500.0","Get It Recruit - Hospitality","sharepoint"
1195476,"Business Analyst - Work from Home with Data Analytics and Tableau...","Full-time","90500.0","Get It Recruit - Information Technology","tableau"
1547314,"Business Analytics Analyst","Full-time","90000.0","Get It Recruit - Finance","sql"
1547314,"Business Analytics Analyst","Full-time","90000.0","Get It Recruit - Finance","python"
1547314,"Business Analytics Analyst","Full-time","90000.0","Get It Recruit - Finance","bigquery"
1547314,"Business Analytics Analyst","Full-time","90000.0","Get It Recruit - Finance","gcp"
1547314,"Business Analytics Analyst","Full-time","90000.0","Get It Recruit - Finance","looker"
1594680,"Hospitality Operations Analyst","Full-time","90000.0","Goodwin Recruiting","sql"
1594680,"Hospitality Operations Analyst","Full-time","90000.0","Goodwin Recruiting","excel"
1594680,"Hospitality Operations Analyst","Full-time","90000.0","Goodwin Recruiting","powerpoint"
1594680,"Hospitality Operations Analyst","Full-time","90000.0","Goodwin Recruiting","outlook"
569743,"Staff Business Analyst - Finance","Full-time","90000.0","Get It Recruit - Finance","sql"
569743,"Staff Business Analyst - Finance","Full-time","90000.0","Get It Recruit - Finance","python"
569743,"Staff Business Analyst - Finance","Full-time","90000.0","Get It Recruit - Finance","r"
569743,"Staff Business Analyst - Finance","Full-time","90000.0","Get It Recruit - Finance","windows"
569743,"Staff Business Analyst - Finance","Full-time","90000.0","Get It Recruit - Finance","tableau"
1226197,"Business Analyst ( Entry Level )","Full-time","90000.0","TEKtalent Inc","excel"
1226197,"Business Analyst ( Entry Level )","Full-time","90000.0","TEKtalent Inc","word"
1226197,"Business Analyst ( Entry Level )","Full-time","90000.0","TEKtalent Inc","powerpoint"
1226197,"Business Analyst ( Entry Level )","Full-time","90000.0","TEKtalent Inc","outlook"
1604546,"Business Analyst","Full-time","85000.0","Summit Consulting","sharepoint"
1604546,"Business Analyst","Full-time","85000.0","Summit Consulting","powerpoint"
1604546,"Business Analyst","Full-time","85000.0","Summit Consulting","visio"
1604546,"Business Analyst","Full-time","85000.0","Summit Consulting","flow"
1604546,"Business Analyst","Full-time","85000.0","Summit Consulting","confluence"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","sql"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","python"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","java"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","shell"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","go"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","bash"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","c++"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","mysql"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","postgresql"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","sql server"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","oracle"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","spark"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","hadoop"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","kafka"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","node"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","linux"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","git"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","kubernetes"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","docker"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","github"
784279,"ClickHouse Solutions Engineer / DBA","Full-time","85000.0","Altinity","ansible"
781213,"Senior  Business Analyst  Data Visualization","Full-time","84500.0","Z&A Recruiting","sql"
781213,"Senior  Business Analyst  Data Visualization","Full-time","84500.0","Z&A Recruiting","tableau"
781213,"Senior  Business Analyst  Data Visualization","Full-time","84500.0","Z&A Recruiting","power bi"
84476,"Business Intelligence Analyst","Full-time","82500.0","Hausch & Company","sql"
84476,"Business Intelligence Analyst","Full-time","82500.0","Hausch & Company","power bi"
84476,"Business Intelligence Analyst","Full-time","82500.0","Hausch & Company","dax"
84476,"Business Intelligence Analyst","Full-time","82500.0","Hausch & Company","flow"
1662605,"BI Business Analytics and Process Engineer - Remote","Full-time","82500.0","Ryder System","sql"
1662605,"BI Business Analytics and Process Engineer - Remote","Full-time","82500.0","Ryder System","excel"
1662605,"BI Business Analytics and Process Engineer - Remote","Full-time","82500.0","Ryder System","tableau"
1662605,"BI Business Analytics and Process Engineer - Remote","Full-time","82500.0","Ryder System","power bi"
1662605,"BI Business Analytics and Process Engineer - Remote","Full-time","82500.0","Ryder System","microstrategy"
1662605,"BI Business Analytics and Process Engineer - Remote","Full-time","82500.0","Ryder System","flow"
103442,"Business Intelligence Analyst","Full-time","82500.0","Get It Recruit - Information Technology","python"
674136,"Junior Business Analyst","Full-time and Temp work","80000.0","Coders Data","sql"
674136,"Junior Business Analyst","Full-time and Temp work","80000.0","Coders Data","excel"
674136,"Junior Business Analyst","Full-time and Temp work","80000.0","Coders Data","power bi"
674136,"Junior Business Analyst","Full-time and Temp work","80000.0","Coders Data","word"
674136,"Junior Business Analyst","Full-time and Temp work","80000.0","Coders Data","outlook"
674136,"Junior Business Analyst","Full-time and Temp work","80000.0","Coders Data","jira"
674136,"Junior Business Analyst","Full-time and Temp work","80000.0","Coders Data","confluence"
48376,"Enterprise Analyst, Senior","Full-time","79050.0","Blackbaud","sql"
48376,"Enterprise Analyst, Senior","Full-time","79050.0","Blackbaud","python"
48376,"Enterprise Analyst, Senior","Full-time","79050.0","Blackbaud","r"
48376,"Enterprise Analyst, Senior","Full-time","79050.0","Blackbaud","javascript"
48376,"Enterprise Analyst, Senior","Full-time","79050.0","Blackbaud","excel"
48376,"Enterprise Analyst, Senior","Full-time","79050.0","Blackbaud","tableau"
48376,"Enterprise Analyst, Senior","Full-time","79050.0","Blackbaud","spss"
371850,"Business Intelligence Analyst","Full-time","77500.0","Robert Half","sql"
371850,"Business Intelligence Analyst","Full-time","77500.0","Robert Half","excel"
371850,"Business Intelligence Analyst","Full-time","77500.0","Robert Half","tableau"
202648,"Senior Business Intelligence Analyst","Full-time","75795.0","SellersFunding","sql"
202648,"Senior Business Intelligence Analyst","Full-time","75795.0","SellersFunding","python"
202648,"Senior Business Intelligence Analyst","Full-time","75795.0","SellersFunding","tableau"
202648,"Senior Business Intelligence Analyst","Full-time","75795.0","SellersFunding","power bi"
202648,"Senior Business Intelligence Analyst","Full-time","75795.0","SellersFunding","flow"
631587,"Senior Analyst in Finance Systems and Analytics","Full-time","75000.0","Get It Recruit - Transportation","sql"
631587,"Senior Analyst in Finance Systems and Analytics","Full-time","75000.0","Get It Recruit - Transportation","excel"
1103324,"Sales Operations Analyst - Remote","Full-time","75000.0","Taulia","express"
1103324,"Sales Operations Analyst - Remote","Full-time","75000.0","Taulia","excel"
1103324,"Sales Operations Analyst - Remote","Full-time","75000.0","Taulia","sap"
275490,"Quality Assurance Analyst","Full-time","75000.0","Codersdata","sql"
275490,"Quality Assurance Analyst","Full-time","75000.0","Codersdata","python"
275490,"Quality Assurance Analyst","Full-time","75000.0","Codersdata","java"
275490,"Quality Assurance Analyst","Full-time","75000.0","Codersdata","html"
1700407,"Supply Chain Analyst","Full-time","75000.0","Get It Recruit - Transportation","excel"
1114841,"Marketing Analyst","Full-time","72500.0","Brave Thinking Institute","sql"
1114841,"Marketing Analyst","Full-time","72500.0","Brave Thinking Institute","javascript"
1114841,"Marketing Analyst","Full-time","72500.0","Brave Thinking Institute","html"
1114841,"Marketing Analyst","Full-time","72500.0","Brave Thinking Institute","spark"
1114841,"Marketing Analyst","Full-time","72500.0","Brave Thinking Institute","sheets"
1114841,"Marketing Analyst","Full-time","72500.0","Brave Thinking Institute","asana"
1114841,"Marketing Analyst","Full-time","72500.0","Brave Thinking Institute","zoom"
751434,"Analyst remote","Full-time","72500.0","Health Services Advisory Group, Inc.","sas"
751434,"Analyst remote","Full-time","72500.0","Health Services Advisory Group, Inc.","excel"
751434,"Analyst remote","Full-time","72500.0","Health Services Advisory Group, Inc.","tableau"
751434,"Analyst remote","Full-time","72500.0","Health Services Advisory Group, Inc.","sas"
751434,"Analyst remote","Full-time","72500.0","Health Services Advisory Group, Inc.","word"
682284,"Professional Services Analyst","Full-time","72500.0","Yoh, A Day & Zimmermann Company","sql"
563777,"Business Analyst - Informatics Specialist","Full-time","70000.0","FINSYNC, Inc.","python"
563777,"Business Analyst - Informatics Specialist","Full-time","70000.0","FINSYNC, Inc.","r"
563777,"Business Analyst - Informatics Specialist","Full-time","70000.0","FINSYNC, Inc.","flow"
10062,"Sales Commission Analyst (Remote anywhere in US)","Full-time","70000.0","Pitney Bowes","excel"
10062,"Sales Commission Analyst (Remote anywhere in US)","Full-time","70000.0","Pitney Bowes","power bi"
1491486,"Technical Support Engineer APAC","Full-time","70000.0","Customer.io","go"
1491486,"Technical Support Engineer APAC","Full-time","70000.0","Customer.io","javascript"
1491486,"Technical Support Engineer APAC","Full-time","70000.0","Customer.io","github"
1491486,"Technical Support Engineer APAC","Full-time","70000.0","Customer.io","notion"
1491486,"Technical Support Engineer APAC","Full-time","70000.0","Customer.io","slack"
1491486,"Technical Support Engineer APAC","Full-time","70000.0","Customer.io","zoom"
1098757,"Statistical Reporting Business Analyst","Full-time","68000.0","Get It Recruit - Finance","sql"
1098757,"Statistical Reporting Business Analyst","Full-time","68000.0","Get It Recruit - Finance","excel"
1098757,"Statistical Reporting Business Analyst","Full-time","68000.0","Get It Recruit - Finance","looker"
1098757,"Statistical Reporting Business Analyst","Full-time","68000.0","Get It Recruit - Finance","spreadsheet"
1098757,"Statistical Reporting Business Analyst","Full-time","68000.0","Get It Recruit - Finance","ms access"
1077173,"Marketplace Analyst","Full-time","65000.0","HopSkipDrive","go"
1077173,"Marketplace Analyst","Full-time","65000.0","HopSkipDrive","excel"
1077173,"Marketplace Analyst","Full-time","65000.0","HopSkipDrive","tableau"
1077173,"Marketplace Analyst","Full-time","65000.0","HopSkipDrive","sheets"
1142072,"Analyst - Remote","Full-time","63575.0","Paradigm","sql"
1142072,"Analyst - Remote","Full-time","63575.0","Paradigm","sas"
1142072,"Analyst - Remote","Full-time","63575.0","Paradigm","excel"
1142072,"Analyst - Remote","Full-time","63575.0","Paradigm","tableau"
1142072,"Analyst - Remote","Full-time","63575.0","Paradigm","power bi"
1142072,"Analyst - Remote","Full-time","63575.0","Paradigm","sas"
1348933,"Business Analyst","Full-time","62500.0","Kaye/Bassman International","sql"
1348933,"Business Analyst","Full-time","62500.0","Kaye/Bassman International","excel"
1348933,"Business Analyst","Full-time","62500.0","Kaye/Bassman International","sheets"
1348933,"Business Analyst","Full-time","62500.0","Kaye/Bassman International","smartsheet"
319129,"Analyst","Full-time","60000.0","Get It Recruit - Finance","sql"
319129,"Analyst","Full-time","60000.0","Get It Recruit - Finance","javascript"
319129,"Analyst","Full-time","60000.0","Get It Recruit - Finance","excel"
319129,"Analyst","Full-time","60000.0","Get It Recruit - Finance","tableau"
319129,"Analyst","Full-time","60000.0","Get It Recruit - Finance","sheets"
609676,"Analyst, Revenue Operation","Full-time","60000.0","Togetherall","excel"
609676,"Analyst, Revenue Operation","Full-time","60000.0","Togetherall","slack"
144805,"Jr. Business Analyst","Full-time","57500.0","Technology Talent Network LLC","flow"
732042,"HR Systems Analyst (FT)","Full-time","55500.0","PSCU","sql"
732042,"HR Systems Analyst (FT)","Full-time","55500.0","PSCU","java"
732042,"HR Systems Analyst (FT)","Full-time","55500.0","PSCU","javascript"
732042,"HR Systems Analyst (FT)","Full-time","55500.0","PSCU","c#"
732042,"HR Systems Analyst (FT)","Full-time","55500.0","PSCU","php"
732042,"HR Systems Analyst (FT)","Full-time","55500.0","PSCU","mysql"
732042,"HR Systems Analyst (FT)","Full-time","55500.0","PSCU","oracle"
732042,"HR Systems Analyst (FT)","Full-time","55500.0","PSCU","jquery"
114627,"Operations Analyst","Full-time","55000.0","Get It Recruit - Finance","sql"
114627,"Operations Analyst","Full-time","55000.0","Get It Recruit - Finance","sas"
114627,"Operations Analyst","Full-time","55000.0","Get It Recruit - Finance","javascript"
114627,"Operations Analyst","Full-time","55000.0","Get It Recruit - Finance","excel"
114627,"Operations Analyst","Full-time","55000.0","Get It Recruit - Finance","sas"
114627,"Operations Analyst","Full-time","55000.0","Get It Recruit - Finance","spss"
1332865,"Junior Business Analyst","Full-time","50000.0","Inspirus (a Pluxee company)","excel"
795187,"Performance Analyst - Strategy","Full-time","29900.0","Wiley","spark"
